SalesID,EmployeeID,ProductName,Quantity,UnitPrice,SalesDate,Region
319,474,USB Drive,25,50,2025-01-27,North
320,827,Headphones,91,2000,2025-02-06,Central
321,923,Headphones,45,400,2025-04-15,Northeast
322,283,Monitor,2,50,2025-03-12,North
323,591,Headphones,22,50,2025-01-10,North
324,72,USB Drive,96,100,2025-11-04,North
325,263,Keyboard,54,800,2025-09-23,West
326,703,Monitor,17,25,2024-12-30,South
327,879,External HDD,61,400,2025-11-13,Central
328,887,Webcam,66,75,2025-03-04,East
329,942,External HDD,26,75,2025-04-02,Northeast
330,575,Mouse,56,1000,2025-03-18,North
331,1000,Router,33,100,2025-01-13,Northeast
332,892,USB Drive,1,500,2025-04-01,Southwest
333,12,Headphones,40,2000,2024-12-14,Central
334,141,USB Drive,43,25,2025-01-18,Central
335,766,Mouse,44,50,2025-08-16,Central
336,555,Monitor,62,1000,2025-03-23,Southwest
337,17,USB Drive,36,500,2025-04-11,North
338,63,Mouse,56,1000,2024-12-29,Northeast
339,253,External HDD,39,800,2025-07-18,West
340,465,Printer,89,500,2025-03-06,South
341,376,Printer,13,75,2025-04-05,South
342,804,Headphones,39,400,2025-02-13,Northeast
343,981,Headphones,12,800,2025-03-28,Southwest
344,520,External HDD,21,100,2025-09-29,Central
345,837,Laptop,87,500,2025-10-12,Northeast
346,90,Webcam,18,25,2025-07-24,South
347,720,Mouse,13,50,2025-02-16,South
348,804,Laptop,19,1000,2025-03-10,West
349,796,USB Drive,35,500,2025-04-22,Southwest
350,630,Monitor,46,2000,2024-12-19,East
351,861,Laptop,57,500,2024-12-16,South
352,175,Printer,34,1000,2025-01-15,Southwest
353,76,Webcam,62,1000,2025-07-25,West
354,613,Printer,56,25,2025-01-04,South
355,926,Webcam,1,1200,2025-05-23,North
356,663,Keyboard,57,100,2025-06-21,Central
357,400,Webcam,86,50,2025-03-16,East
358,782,Printer,28,75,2024-11-25,Central
359,970,Router,4,800,2025-10-12,North
360,71,Webcam,71,1200,2025-05-30,South
361,180,Laptop,75,800,2024-11-28,North
362,124,Printer,76,25,2025-04-21,Southwest
363,381,Webcam,40,500,2025-08-20,South
364,293,External HDD,53,500,2024-12-06,East
365,797,USB Drive,39,400,2025-02-04,Central
366,195,External HDD,35,25,2025-08-04,North
367,911,External HDD,98,400,2025-05-31,South
368,228,Router,82,400,2025-03-19,Central
369,431,Keyboard,10,1000,2025-10-26,North
370,942,USB Drive,51,400,2025-08-19,West
371,436,Webcam,64,400,2025-01-18,East
372,787,Mouse,79,1200,2025-10-31,West
373,461,Headphones,59,500,2025-08-10,Central
374,618,Keyboard,26,1200,2025-04-10,South
375,21,Headphones,3,2000,2025-08-24,West
376,64,Router,77,1200,2025-05-21,Northeast
377,165,External HDD,98,100,2025-05-15,East
378,27,Router,17,75,2024-12-27,West
379,311,Router,65,800,2025-07-23,East
380,285,External HDD,78,100,2024-12-24,North
381,660,External HDD,1,500,2025-08-24,South
382,281,Webcam,88,500,2025-06-28,Central
383,838,Webcam,57,1000,2025-03-31,South
384,831,Webcam,11,1200,2025-06-03,South
385,164,Printer,67,800,2025-10-06,West
386,898,Webcam,77,500,2025-09-23,East
387,918,Router,55,25,2025-02-27,West
388,224,Printer,86,100,2025-05-17,West
389,784,Laptop,41,50,2024-12-21,East
390,146,Printer,59,500,2025-03-26,Southwest
391,965,Webcam,30,50,2025-11-02,Southwest
392,950,External HDD,25,400,2025-06-06,North
393,868,Laptop,71,800,2025-06-14,West
394,30,Webcam,64,500,2025-11-08,East
395,45,Router,89,100,2025-10-26,North
396,787,Webcam,25,400,2025-08-30,South
397,471,Mouse,66,500,2025-01-28,East
398,34,Laptop,34,1000,2024-11-23,Southwest
399,653,Monitor,55,2000,2025-04-23,South
400,427,Webcam,58,100,2025-09-30,East
401,830,Printer,86,500,2024-12-23,South
402,886,Printer,54,1200,2025-08-23,West
403,221,Router,1,1200,2025-04-21,West
404,868,Headphones,18,1200,2025-01-22,Northeast
405,534,USB Drive,16,100,2025-07-09,East
406,692,Webcam,56,800,2025-05-29,Southwest
407,948,Webcam,74,500,2024-12-23,Central
408,367,Router,31,100,2025-08-09,Southwest
409,932,Headphones,48,2000,2025-05-04,West
410,841,Mouse,77,1000,2025-10-21,Central
411,743,External HDD,34,800,2025-05-09,Southwest
412,915,Keyboard,34,1200,2025-04-03,North
413,550,Router,60,1200,2025-02-13,South
414,582,Headphones,76,500,2025-08-31,West
415,116,Laptop,37,500,2025-03-10,South
416,239,Monitor,40,1200,2025-07-31,West
417,335,Router,17,1000,2025-07-05,Central
418,441,Laptop,41,1000,2025-07-27,West
419,148,External HDD,56,500,2025-03-03,Southwest
420,9,External HDD,54,75,2025-01-08,South
421,288,Router,79,50,2025-03-18,East
422,388,Router,13,2000,2025-09-13,West
423,50,Webcam,46,100,2025-04-20,Northeast
424,850,Headphones,72,400,2024-12-31,Southwest
425,517,USB Drive,17,50,2025-06-16,Southwest
426,916,Router,11,1200,2025-03-29,Northeast
427,855,Headphones,40,500,2025-05-31,Northeast
428,638,Keyboard,46,25,2025-02-28,South
429,587,Router,65,75,2025-02-12,Southwest
430,677,Printer,32,25,2025-05-03,North
431,278,Laptop,52,100,2025-06-29,North
432,954,Laptop,10,1200,2025-06-12,Central
433,836,Printer,59,100,2024-12-24,Central
434,989,Monitor,15,800,2025-05-25,Southwest
435,300,Mouse,3,1000,2025-04-10,East
436,802,USB Drive,9,2000,2025-06-19,South
437,589,Mouse,8,1000,2025-02-03,South
438,810,USB Drive,74,1200,2024-12-10,Northeast
439,649,External HDD,8,25,2025-07-30,North
440,618,External HDD,16,800,2025-11-13,South
441,607,Keyboard,11,400,2025-03-09,North
442,135,Router,23,1200,2025-07-11,East
443,580,Printer,56,400,2025-02-15,Northeast
444,147,Printer,56,50,2025-07-01,North
445,490,Printer,22,400,2025-06-24,North
446,478,Webcam,18,1200,2025-06-28,South
447,159,Monitor,39,25,2025-11-04,North
448,384,External HDD,3,800,2025-06-18,South
449,163,Monitor,8,75,2025-01-10,Southwest
450,441,Monitor,5,2000,2025-05-10,South
451,853,External HDD,91,100,2025-09-05,Northeast
452,189,Monitor,5,100,2025-05-31,Central
453,415,Laptop,19,2000,2025-02-24,Southwest
454,339,Webcam,81,50,2025-08-08,Central
455,607,External HDD,61,75,2024-11-23,West
456,181,Keyboard,46,75,2025-04-17,East
457,288,Mouse,18,800,2025-06-11,Central
458,834,Webcam,61,2000,2025-11-08,Southwest
459,187,Laptop,60,1000,2025-08-19,North
460,884,Headphones,2,1000,2025-03-12,South
461,138,Webcam,50,1200,2025-10-04,East
462,130,External HDD,63,50,2025-01-08,East
463,194,USB Drive,71,2000,2025-07-02,Northeast
464,316,Webcam,49,1000,2025-04-21,North
465,984,Mouse,80,500,2025-07-02,West
466,785,External HDD,71,100,2025-01-14,South
467,864,External HDD,18,100,2025-07-10,Southwest
468,144,Headphones,90,1200,2025-04-30,West
469,16,Keyboard,93,100,2025-07-30,Northeast
470,302,External HDD,16,50,2025-11-08,Northeast
471,423,Headphones,46,400,2025-11-17,North
472,245,Keyboard,94,50,2025-11-07,East
473,927,Router,25,400,2025-09-09,West
474,107,Router,8,800,2025-11-22,Central
475,88,USB Drive,64,50,2025-11-04,West
476,129,External HDD,14,1200,2025-05-30,Southwest
477,907,Headphones,22,25,2025-05-01,Northeast
478,887,Headphones,78,2000,2025-04-05,Central
479,341,Headphones,91,1200,2024-12-28,Central
480,4,Mouse,35,100,2025-05-08,South
481,327,Keyboard,51,75,2025-01-05,North
482,410,External HDD,76,2000,2025-09-09,North
483,879,Webcam,43,75,2025-09-12,East
484,306,Router,85,1200,2025-01-01,East
485,908,USB Drive,75,800,2025-01-31,North
486,607,Webcam,3,50,2024-12-12,Central
487,721,Monitor,73,75,2025-08-13,East
488,225,USB Drive,55,25,2025-02-26,West
489,971,Monitor,19,400,2025-08-23,North
490,348,USB Drive,42,400,2025-02-06,West
491,992,Headphones,61,1200,2025-09-03,Northeast
492,321,Mouse,23,2000,2025-09-26,Southwest
493,559,USB Drive,80,75,2025-04-15,South
494,988,External HDD,4,500,2025-03-11,South
495,181,Printer,96,1200,2024-11-30,South
496,618,Mouse,65,75,2025-07-11,Southwest
497,711,Webcam,4,800,2025-07-30,South
498,386,Monitor,59,50,2025-05-15,Central
499,618,Headphones,90,500,2025-09-13,North
500,792,Laptop,91,800,2025-10-08,East
501,772,Webcam,80,1000,2025-05-05,South
502,108,External HDD,30,50,2025-02-02,North
503,531,Mouse,33,25,2025-06-21,West
504,410,Laptop,80,1000,2025-08-16,Central
505,971,Router,33,800,2025-05-16,South
506,296,Mouse,20,1000,2025-09-17,Northeast
507,818,External HDD,95,75,2025-02-22,West
508,171,Headphones,48,800,2025-09-27,Southwest
509,331,Mouse,27,800,2025-07-16,Central
510,493,Headphones,32,100,2025-02-20,East
511,195,Router,86,1200,2025-10-30,West
512,12,Webcam,27,400,2025-05-27,South
513,195,Keyboard,25,1000,2025-04-18,Northeast
514,490,External HDD,66,2000,2025-07-18,North
515,795,Laptop,87,400,2025-03-01,West
516,881,Router,12,50,2025-08-31,West
517,182,Router,46,50,2025-08-26,Northeast
518,962,Monitor,48,2000,2025-07-27,East
519,817,External HDD,85,400,2025-01-17,Central
520,656,Keyboard,75,100,2025-07-23,Northeast
521,898,Webcam,85,1200,2025-09-17,East
522,316,Printer,37,400,2025-03-30,Southwest
523,694,Printer,4,50,2025-04-04,Central
524,30,External HDD,90,800,2025-09-18,West
525,596,Router,84,1200,2025-05-02,West
526,678,External HDD,61,25,2025-03-07,East
527,796,Router,71,500,2025-07-13,East
528,793,Monitor,47,1000,2025-11-20,North
529,96,Printer,91,75,2025-06-14,Northeast
530,381,Laptop,47,100,2025-05-15,South
531,778,USB Drive,17,100,2025-10-04,East
532,444,Printer,32,500,2025-06-03,South
533,298,Monitor,10,1200,2025-10-13,Central
534,808,Laptop,50,1200,2025-06-25,Central
535,737,Keyboard,75,1200,2025-07-04,Northeast
536,845,USB Drive,59,1000,2025-06-25,South
537,361,Keyboard,18,500,2024-12-30,Central
538,374,Laptop,66,75,2025-04-06,Northeast
539,554,USB Drive,35,500,2025-04-01,Central
540,303,External HDD,6,500,2025-11-10,East
541,421,Headphones,3,100,2024-12-23,South
542,246,Webcam,71,2000,2025-09-13,North
543,720,Keyboard,35,100,2025-05-05,South
544,237,Headphones,77,800,2025-06-15,West
545,534,Keyboard,66,50,2025-09-20,North
546,185,Mouse,66,50,2025-10-30,East
547,468,USB Drive,51,1200,2025-04-09,Central
548,754,Printer,72,100,2025-02-26,Central
549,363,USB Drive,73,75,2024-12-29,East
550,283,External HDD,34,50,2025-11-10,North
551,553,Laptop,39,1000,2025-11-15,Central
552,336,Mouse,95,25,2025-02-11,West
553,162,Mouse,93,25,2025-01-17,West
554,160,Keyboard,49,400,2025-05-16,Northeast
555,474,USB Drive,47,1000,2025-10-20,Northeast
556,601,USB Drive,36,2000,2025-02-16,East
557,322,USB Drive,22,100,2025-05-27,South
558,12,Laptop,87,1000,2025-08-14,Central
559,424,Mouse,77,1200,2024-11-27,West
560,73,External HDD,99,25,2025-07-07,South
561,588,Router,44,400,2025-04-18,West
562,858,Printer,67,500,2025-05-10,North
563,201,USB Drive,61,800,2025-01-16,West
564,522,Laptop,9,2000,2025-04-11,Southwest
565,864,Monitor,48,1200,2025-04-12,Central
566,505,Printer,18,75,2024-12-12,South
567,738,External HDD,90,75,2025-06-11,Central
568,688,Headphones,29,1000,2025-10-01,North
569,788,Laptop,48,50,2025-07-30,Southwest
570,39,USB Drive,12,2000,2025-05-26,Southwest
571,60,Webcam,39,500,2025-07-19,Northeast
572,578,Router,23,400,2024-12-24,West
573,321,Monitor,19,50,2025-08-17,Northeast
574,435,Monitor,24,50,2025-10-24,Southwest
575,636,External HDD,44,25,2025-07-24,North
576,676,Monitor,94,50,2025-06-13,Southwest
577,408,Keyboard,95,50,2024-12-24,North
578,923,USB Drive,83,500,2025-04-30,South
579,386,Headphones,85,50,2025-08-17,Southwest
580,671,Router,49,75,2025-05-22,Central
581,569,Headphones,74,100,2025-09-19,Northeast
582,78,Router,4,2000,2025-10-03,West
583,194,Webcam,62,75,2025-11-15,South
584,285,Webcam,18,25,2025-10-16,West
585,527,Webcam,60,75,2025-02-07,South
586,524,USB Drive,64,2000,2025-08-24,South
587,613,Monitor,20,1200,2025-05-13,South
588,156,Monitor,52,500,2025-05-22,West
589,340,Router,36,75,2025-08-23,West
590,125,USB Drive,62,50,2025-07-27,Southwest
591,871,Printer,48,1200,2025-03-10,South
592,280,Webcam,96,500,2024-12-02,Northeast
593,917,Laptop,57,2000,2025-01-18,Southwest
594,906,USB Drive,57,50,2025-08-06,North
595,622,Webcam,91,1200,2025-03-05,Northeast
596,846,Monitor,41,500,2025-10-05,Southwest
597,869,External HDD,88,2000,2025-06-09,West
598,658,USB Drive,93,50,2025-07-15,West
599,728,External HDD,53,800,2025-01-17,East
600,910,Router,88,2000,2025-07-06,East
601,674,Laptop,62,2000,2025-03-04,Northeast
602,128,Keyboard,29,50,2025-05-03,West
603,314,Mouse,39,800,2025-09-12,East
604,332,Keyboard,82,500,2025-01-21,West
605,150,Mouse,10,800,2025-03-01,Southwest
606,454,Webcam,61,500,2025-06-02,Southwest
607,36,Router,56,100,2024-12-09,South
608,685,Mouse,9,25,2025-06-14,North
609,420,Monitor,50,2000,2024-12-10,North
610,22,Headphones,75,100,2025-05-21,Northeast
611,206,Headphones,12,25,2025-04-22,Northeast
612,639,Laptop,2,500,2025-04-11,North
613,848,Webcam,90,400,2025-04-15,North
614,957,Headphones,73,100,2025-03-27,North
615,356,Webcam,17,1000,2025-06-27,Northeast
616,440,Monitor,35,50,2025-03-02,Southwest
617,729,Webcam,46,800,2025-03-02,Central
618,96,Router,67,500,2024-12-08,South
619,929,Laptop,70,400,2025-10-29,Southwest
620,941,Webcam,87,1000,2025-10-29,Central
621,164,Laptop,35,25,2025-03-08,West
622,148,USB Drive,79,1200,2024-12-14,Central
623,530,Monitor,72,1200,2025-02-27,North
624,294,Webcam,96,2000,2025-04-22,Southwest
625,195,USB Drive,34,1000,2025-04-28,Southwest
626,663,Headphones,11,1200,2025-06-02,Northeast
627,480,Router,3,400,2025-09-21,Northeast
628,877,External HDD,93,50,2025-04-15,Central
629,123,Keyboard,10,100,2025-06-13,East
630,400,Laptop,82,50,2025-08-30,Northeast
631,699,Printer,82,50,2025-03-18,Northeast
632,965,External HDD,12,400,2025-03-13,East
633,452,Monitor,91,25,2025-11-03,South
634,661,USB Drive,51,2000,2025-07-28,North
635,104,Monitor,83,2000,2025-05-01,Central
636,755,USB Drive,97,400,2025-09-29,North
637,462,Laptop,89,25,2025-01-08,West
638,743,Laptop,59,75,2025-03-21,North
639,991,Mouse,2,800,2025-06-30,Central
640,718,Headphones,2,1000,2025-10-21,West
641,710,Printer,5,25,2025-09-22,Northeast
642,396,Webcam,22,2000,2025-03-19,Southwest
643,912,Mouse,33,1200,2025-03-12,North
644,337,Laptop,69,500,2025-02-22,South
645,599,Router,28,1200,2025-02-12,Northeast
646,142,USB Drive,58,2000,2025-07-11,West
647,317,External HDD,14,50,2025-08-15,East
648,711,Webcam,50,50,2025-06-05,West
649,558,Router,74,500,2025-06-12,Southwest
650,800,External HDD,41,25,2025-01-19,North
651,527,Monitor,15,50,2025-06-12,Southwest
652,556,Headphones,74,400,2025-03-19,West
653,401,Mouse,68,500,2024-11-26,North
654,681,Laptop,43,400,2025-03-22,Southwest
655,310,Webcam,55,75,2025-01-05,South
656,495,Keyboard,49,500,2025-01-30,North
657,556,Monitor,18,1200,2025-01-18,Central
658,610,Laptop,81,100,2025-02-06,Southwest
659,773,Webcam,95,75,2025-01-03,East
660,109,External HDD,97,2000,2025-11-15,East
661,795,Printer,25,800,2025-09-02,South
662,372,Monitor,12,1000,2025-05-20,Northeast
663,855,Printer,55,1000,2025-09-01,North
664,616,External HDD,47,2000,2025-08-30,East
665,768,Printer,85,1200,2024-12-12,Central
666,891,Keyboard,81,800,2025-03-08,North
667,206,USB Drive,84,500,2025-03-03,North
668,847,Keyboard,93,400,2025-01-03,Northeast
669,43,Webcam,67,400,2025-05-16,Central
670,865,Monitor,71,2000,2025-10-12,Northeast
671,245,Webcam,64,25,2025-08-12,Northeast
672,287,USB Drive,60,800,2025-10-19,North
673,355,External HDD,97,500,2025-01-17,East
674,785,Webcam,90,800,2025-02-24,Southwest
675,476,Monitor,84,2000,2025-09-03,South
676,83,Router,43,1200,2025-01-04,North
677,110,USB Drive,37,1200,2025-02-04,Northeast
678,950,Router,32,50,2025-10-18,East
679,190,Keyboard,99,75,2025-01-17,East
680,983,Headphones,85,2000,2025-05-22,South
681,800,Laptop,52,1200,2025-03-28,Central
682,936,External HDD,53,75,2025-10-17,Central
683,909,Laptop,56,100,2025-01-14,East
684,251,Laptop,72,400,2025-09-05,East
685,724,USB Drive,2,2000,2025-01-23,West
686,291,External HDD,48,500,2025-10-16,East
687,645,Keyboard,16,2000,2024-12-21,East
688,201,Mouse,91,2000,2025-05-25,Central
689,797,USB Drive,36,50,2025-03-05,Central
690,326,Printer,10,500,2025-03-08,West
691,511,Headphones,92,75,2025-08-05,Northeast
692,409,Laptop,81,800,2025-07-23,Northeast
693,607,Mouse,89,1200,2025-11-13,Southwest
694,790,Keyboard,79,400,2025-04-28,West
695,962,Webcam,18,1000,2025-09-05,North
696,941,Laptop,92,500,2025-02-22,Southwest
697,837,External HDD,2,1000,2025-05-17,South
698,508,Mouse,40,100,2025-05-17,Northeast
699,731,Headphones,42,800,2025-06-20,Northeast
